name,title,company,bio,country,talk_title,photo_url,social_links,event,event_year,source_url
"Hubertus ""the Austrian"" Hofkirchner",Founder,Bitcredit Protocol,"Hubertus is the Founder of Bitcredit Protocol, the elastic Bitcoin credit money layer for business adoption in the real economy. A former commercial banker, investment banker, and Telecom CEO, Hubertus has been an independent serial entrepreneur at the intersection of finance and IT for two decades, founding an online brokerage, a digital options exchange, and a global prediction market platform. He also hosts the monthly Austrian Economics Salon at Vienna's Hayek Institute.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/69121666116573083c1a1513_f02863a30fce3464880f3287.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Hunter Albright,Chief Revenue Officer,SALT Lending,"Hunter is the Chief Revenue Officer of SALT Lending, one of the earliest Bitcoin-backed lending platforms, and co-author of the upcoming book - The Bitcoin Advantage. A systems engineer by training with a Ph.D. in optimization and AI from the University of Virginia, he has held senior leadership roles at global banks include Barclays, HBOS, and MasterCard, founded and advised multiple startups, and worked internationally across Europe and the U.S. Hunter has been active in Bitcoin education through the University of Colorado Blockchain Alliance, IEEE blockchain initiatives, and the CryptoCurrency Certification Consortium (C4), and he frequently speaks at global Bitcoin conferences on innovation in Bitcoin-backed finance and financial sovereignty.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68dff24a3f0c96164ffd59a5_4bb1d2cf57d574eb2886a181.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Irene Gao,President of Mining,Bitmain,Irene has years of experience in the digital currency mining space and is in charge of BITMAIN’s global business development. She is an expert on developing the mining ecosystem with vast knowledge of high-performance mining hardware and data center development. She is an advocate for renewable energy integration for green mining.,,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68c3298b0b809e11df293146_1PFWXJme5xKCK9A4vihegkGZZtbLlUUwNCNCQ7xZyB0.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
JD Gagnon,Founder / President,BITS Blockchain Inc,"JD Gagnon is a blockchain entrepreneur and strategist with expertise across multiple ecosystems, most recently including the Core Network. As Founder of BITS (bits.financial), he develops infrastructure that bridges traditional finance and DeFi, supporting real-yield strategies with institutional-grade custody and cross-chain composability for assets like BTC and wBTC. A co-founder of Rome Blockchain Labs, an incubator focused on DeFi innovation, and BENQI, a lending protocol on Avalanche that reached $4B in TVL post-launch, JD has experience scaling protocols from early-stage development to enterprise adoption. His background in financial planning, business consulting, and digital strategy helps him address risks, regulations, and opportunities with institutions and projects of all sizes.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/691e04ef87685140b5bc26db_5RI0fiSPm0lupE452GouNgal8B8B_Ono4lRbx_da7wc.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Jimmy Kostro,Co-Founder,Bitcoin Chiang Mai,Asia’s fastest growing physical Bitcoin community,,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68dc3fb5f0d2e532ffc91b2a_Nmk0QYSwsMPwafQ8fK4sFZ-9M7_1TAI66bMNDZMZDWc.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
John Koudounis,President and CEO,Calamos Investments,"John Koudounis serves as the President and CEO of Calamos Investments, the third largest liquid alternatives asset manager in the US. Under his leadership, the firm’s AUM has surged to over $46 billion, nearly tripling since he took the helm in 2016. Notably, he has overseen the launch of innovative products, including the world's first suite of downside-protected Bitcoin ETFs. With over 37 years of experience in the financial services sector, he previously held the position of President and CEO at Mizuho Securities in the Americas, where he significantly expanded the firm's capital markets teams and enhanced profitability, client base, and product diversity, elevating Mizuho to a top-tier global investment bank. In addition to his corporate responsibilities, Koudounis is recognized for his thought leadership, frequently speaking at global conferences and platforms such as CNBC, Fox Business, and Bloomberg TV. Koudounis is committed to philanthropy and is involved with several organizations including the Concordia Leadership Council, the SEAL Future Foundation, The Hellenic Initiative, and the Ecumenical Bartholomew Foundation. He holds a degree in International Diplomacy & Foreign Affairs and Economics from Brown University.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6920ad6a77208e786f90fb41_7p7_usM5fYNHy6XgsxWJSbaNQa_w0AVzoQGs0CuFHyc.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
John Pratt,Co founder and host,Bitcoin Sydney,"JP has been studying Bitcoin for 12 years and from 2018, co-founded and hosts Bitcoin Sydney, an educational and social group focused on helping existing Bitcoiners and general public understand and get involved in this burgeoning ecosystem. He also presents talks to other community groups on the necessity of owning Bitcoin. His other topics of interest include Bitcoin Game Theory, Bitcoin as sound money/savings tech, Bitcoin satellite connected nodes (first to run one in Aus), Why Bitcoin is the only blockchain that matters, and Bitcoin history.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68eea683efa80faec219fe0e_BA5w1_yT3GWPBnIYpI0zfa09N0dYZNGMQjTKgjd9R18.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Jonathan Ovadia,CEO,OVEX,"As the Founder and CEO of OVEX, Jonathan Ovadia is at the forefront of institutional Bitcoin adoption in Africa. With a strong background in Electrical and Computer Engineering from the University of Cape Town, Jonathan views market inefficiencies as engineering problems—and has built OVEX into the region's premier infrastructure for digital asset settlement and liquidity. Jonathan is widely recognized for democratizing access to global finance for the continent's largest enterprises. He has been instrumental in opening up institutional access to Bitcoin, establishing the secure, high-volume payment rails required for companies to use cryptocurrency as a real-time settlement layer for cross-border trade and corporate treasury management. Having processed billions in volume, Jonathan is re-defining the utility of Bitcoin and stablecoins for African commerce.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/691d2b692ef36fc4fdccc763_mb0-aCgx-vaI-tHrbeVg0OMMVfQkYFEMs0wWGkIjS2Y.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Joseph Collement,Chief Legal Officer and Head of Media,Bitcoin.com,"Joseph is a licensed attorney in the U.S. and founder of thecryptolawyers.com (est. 2017), a crypto-only law firm where he represented top players in the industry. Joseph has been an executive at Bitcoin.com since 2020 and leads the media, legal and compliance teams. Joseph is also a regular contributor to various financial and crypto online publications such as Coindesk, Fortune, Yahoo Finance, and Cointelegraph.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68e69a980751fcd7f0273760_qh0zD4OyOB6r9GZmbK7m5MQ8IrYpLoUjBBvtq9TF2XY.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Joseph Dallago,CEO & Co-Founder,Rain,"Joseph Dallago is the Co-Founder and CEO of Rain, the first licensed and largest region-born cryptocurrency exchange in the Middle East and North Africa. He began coding at age 13 and has spent more than a decade building technology companies, founding and exiting two startups before Rain. Joseph entered the crypto space in 2013 and has been closely involved in its evolution, particularly across the Middle East. Under his leadership, Rain secured the region’s first crypto license with the Central Bank of Bahrain in 2017 and expanded its regulatory footprint by obtaining an ADGM licence in 2023. Rain has since grown to more than one million sign-ups and raised 110 million USD from global investors including Coinbase, Kleiner Perkins, and Paradigm. Joseph remains focused on expanding financial access and driving responsible crypto adoption across the region.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/692f122d01d57441d669f910_8e22baeb2af45f1515c8983b.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Kevin Zhang,Head of Asia,KindlyMD ($NAKA),"As Head of Asia, Kevin will lead Nakamoto, which is a subsidiary of KindlyMD, Bitcoin treasury strategy across one of the world’s most important and dynamic regions. Kevin is responsible cultivating key relationships with governments, regulators, exchanges, and public companies, while also strengthening ties with institutional investors, sovereign funds, and family offices. Kevin first entered the Bitcoin space in 2014 and has spent the past decade at the forefront of mining and infrastructure deployment. Previously, he served as SVP of Business Development and Mining Strategies at Foundry Digital. At Foundry, Kevin oversaw the deployment of one of the largest North American fleets and helped build the world’s largest Bitcoin mining pool for four consecutive years. Prior to joining Foundry Digital, Kevin served as Chief Mining Officer at Greenidge Generation, where he transformed a 106MW natural gas plant into the first federally regulated power plant to mine Bitcoin, paving the way for broader institutional adoption of mining in the U.S. Before that, he served as Mining Operations Manager at Bitcoin.com. In 2016, he co-founded Project Spokane, a Bitcoin mining datacenter that he helped establish as the largest mining facility in North America at the time.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6883c8da8bffe68f9b459b6c_MO7UlYOsHprQdwIlxrzv1BFTkvukOtK3nr7vu7xB5Zk.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Kgothatso Ngako,CEO,Machankura,"Kgothatso Ngako is a catalyst, accelerating the adoption of Bitcoin across the African continent. He has founded 8333.mobi, a wallet focused on giving people without an internet connected device the ability to send and receive Bitcoin (primarily through USSD), and exonumia.africa (focused on translating Bitcoin literature into African languages).",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6924946c21b88af69d317851_9bgncTWJAgZ2cP9v1eGBC3Tj0urCwxQPWkTbo_D9pLg.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Khing Oei,CEO,Treasury,"Khing Oei is the Founder and CEO of Treasury, a Netherlands-based Bitcoin treasury company recently launched with the ambition to become Europe’s largest. Backed by investors including Winklevoss Capital and Nakamoto, Treasury has the intention to list via a reverse listing on Euronext Amsterdam.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68d41584bdb1e847db858480_e2e67794f54ebb1c172ef40f.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Kingsley Advani,CEO,Allocations,"Kingsley Advani is CEO of Allocations, CEO of Allo, Managing Partner of Chainfund Capital and has managed $1BN+ in crypto assets spanning private and public markets across multiple funds since 2013 and structured $2BN+ of private equity transactions. Previously, Kingsley was a Mergers & Acquisitions (M&A) investment banker at BNP Paribas in London where he advised on $10bn+ of debt financing transactions. Kingsley was an early / seed investor in a number of crypto unicorns including Ethereum, Solana, Polkadot, Avalanche, Arweave, Oasis, Coinbase and Robinhood. He has invested in multiple digital asset treasury companies including: BNC Network Company (NASDAQ: BNC), Nakamoto (NASDAQ: NAKA), SUI Group Holdings Limited (NASDAQ: SUIG), TON Strategy Company (NASDAQ: TONX), Satsuma Technology PLC (LSE: SATS), ETHZilla Corporation (NASDAQ: ETHZ) and Forward Industries, Inc. (NASDAQ: FORD).",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68e69aaa3e827485d4234c52_-oVr22xwb4sXEVkU1XFs70HZwUk4wfXOIAAJTGp3hAo.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Laura Inamedinova,CGEO,Gate.com,"Laura K. Inamedinova is an award-winning serial entrepreneur, investor, and keynote speaker sharing her insights on the Web3 and Bitcoin space since 2016. As CGEO at Gate.com, she builds cross-border partnerships and manages the global growth of the exchange, with a strong focus on advancing Bitcoin adoption and access worldwide. Before joining Gate.com, she founded a Web3 marketing agency, LKI Consulting, which she grew to 8-figures. This led her to be globally acclaimed as one of the “10 Women Entrepreneurs” by Entrepreneur Magazine and among the “Top 10 Women in International Business” by Silicon Valley Times. In 2024, she transferred the leadership of LKI Consulting to a new management team, while Laura remained the majority shareholder. Laura was recognized as one of the “Forbes 30 Under 30 Blockchain Visionaries” by Forbes Mexico in 2025, highlighting her impact on the Web3 and Bitcoin industry. On a personal level, Laura is a successful angel investor with 40+ projects in her portfolio, an ex-Forbes and Huffington Post columnist, and an internationally renowned speaker who frequently covers Bitcoin’s role in shaping the future of finance.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6911ff8acc4548866e7c7dc0_H7LNcfuirqvNmlX8mEXpBg1uOuNqKzhkyxMaGIIauEg.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Leeor Groen,Partner,Spartan Group,"Leeor Groen is a Partner at Spartan Group based in Switzerland and active in the industry since 2016. He brings over ten years of experience in dealmaking, investing in, and advising technology companies across Europe, North America and Asia. At Spartan, Leeor works closely with founders, investors, and protocols across the digital asset ecosystem, helping them navigate strategic growth, capital raising, and exits.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6911ff992b5cc28ee50f6c12_4b39be5d940f01159e951c37.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Lena Art,Founder,LENA WEAR YOUR STATEMENT,Style is a way to say who you are without having to speak.,,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/691ca12e08736b4f1d14e492_3844a90a8551fc069521e10f.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Linah Ali,Co-Founder,Bitcoin Beef Bits,"Linah is one of the co-founders of Bitcoin Beef Bits, a fiat-free premium beef snack dried using excess heat from Bitcoin miners. With a background in marketing and experience across startups and tech including Uber, she’s always been drawn to entrepreneurship and building innovative, value-driven brands. Through Bitcoin Beef Bits, she explores how Bitcoin’s Proof-of-Work can be harnessed for sustainable innovation and meaningful brand storytelling. Active on Nostr, X, and Instagram, Linah is passionate about authentic marketing, grassroots movements, and finding creative ways to integrate Bitcoin into existing companies.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6908e69d51cb40513f6bd1e0_sfg5mAfkhOnpquObCYC2VwQJYFlP7FFfCIm-wocOtqw.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Linda Wambui,"Founder, Local Organizer",Bitsavers Eduhub and Trezor Academy kenya,"Linda Kariuki is a passionate Bitcoin educator and the local organizer of Trezor Academy Kenya, where she leads in-person Bitcoin education sessions to campus students and communities. She is also the founder of Bitsavers Eduhub, a platform focused on financial literacy and Bitcoin education, with a mission to promote Bitcoin as a store of value and tool for economic empowerment. With a strong emphasis on youth engagement and gender inclusion, Linda has spearheaded community-driven programs that demystify Bitcoin for students, women, and underserved populations. She has volunteered to teach Bitcoin at Afribit Kibera, an informal settlement in Nairobi, and served as a co-organizer of the Bitcoin Unconference Kenya, a grassroots gathering of Bitcoin builders and educators. Through her leadership, Linda is bridging global Bitcoin innovation with local African realities, creating initiatives like the Campus Caravan to foster inclusive participation, peer learning, and long-term Bitcoin adoption.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6911fdde8f909637df331e11_AsVFeVFX22c1qplRgNgXpUe-FmQe9CKeqJzNmTw9OTs.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Loren Asmus,Head of Capital Formation,UTXO Management,"Loren is Head of Capital Formation at UTXO Management, where he is responsible for articulating the firm’s value proposition and addressing the needs of both current and prospective investors. Before joining UTXO Management, Loren spent over eleven years at Canterbury Consulting, an investment consulting firm overseeing $45 billion in assets under advisement. There, he was responsible for sourcing, underwriting, and monitoring investment managers across public and private markets. During his tenure, he served as Chair of the Fixed Income and Real Assets Manager Research Committees and Vice Chair of the Hedge Funds Committee. He was also a founding member of Canterbury’s digital assets working group. Loren is a CFA® charterholder and a Chartered Alternative Investment Analyst.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68f921c0f81cb39f3945f939_fhcbvYhPxcfvbIOS2gIa5G_jl2aD0qjs2IF6ijJXfNw.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Louise Reymond Corpus,USA / UK Team Lead,Million Miner,"MillionMiner is the leading provider of professional mining hardware in Europe. With strong partnerships with industry leaders such as NiceHash, VoskCoin, EMCD and many more, MillionMiner not only offers first-class ASIC miners, but also exclusive access to events, mining pools and hosting services worldwide. Whether you are new to mining or a professional, we combine state-of-the-art technology with reliable support, fair prices and an international network for sustainable mining success.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6920ad6f611bd5d386c02373_Xj350fXtZA70nUiXPgdaUW4LMQ9SDNPtQCdDO-KCpPA.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Luca Infeld,Fouder,Munich International Mining,"Co-Founder & CBDO at Munich International Mining LLC Bio: Luca is a testament to the power of hard work, dedication, and a relentless pursuit of one's passions - Bitcoin Mining. He is always on the lookout for new opportunities and ways to expand his mining operation. Luca's travels have taken him around the world, where he has forged valuable partnerships with other like-minded individuals and organizations. As a trusted partner to many people, Luca has built a reputation for his reliability, honesty, and integrity. His commitment to decentralization and democratizing the space has opened up new opportunities for people around the world to participate in the mining process.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6908e68ee7f5029b72c2c3c4_0391d286a78d9db92f85aba6.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Luthando Ndabambi,Project Community Leader,Bitcoin Ekasi,"Luthando Ndabambi currently serves as Community Director (or Project Community Lead) for Bitcoin Ekasi — an initiative focused on Bitcoin adoption and financial inclusion in South Africa. Earlier, he joined The Surfer Kids (a surf coaching / youth engagement programme) in May 2019 as a surf coach. Over time, he expanded his work into the Bitcoin space (around August 2021) by learning about Bitcoin and helping onboard township shops to accept Bitcoin as payment.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68dff23e1ffd62104c782636_w28uqY-x6q-boNRGe-vnH3cITFiWOuCV8tDeaYnLXBU.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Madeline Morning,Programming Associate,The Bitcoin Conference,"When I’m not planning conferences, chances are I’m reading a book about bitcoin and drinking a cozy beverage.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68e814fcf2a328d5a05d9932_57037394f11a9287821c6c5a.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Manash Goswami,Chief Financial Officer,Synteq Digital,"Manash Goswami, CPA, CFA, MBA, is Chief Financial Officer at Synteq Digital. With over 25 years of experience across technology, power, logistics, e‑commerce, and capital markets, he leads all financial operations and strategy, including budgeting, forecasting, and reporting, to support business growth.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68f1513332f8cd72d1a4f440_kBqAX5cazLNyrpq5RDuk48S3ZL3F9lW9JON7vU8_5Qs.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Maria Vovchok,Head of BD&Media Lead,Dubai Blockchain Center,"Maria Vovchok is an accomplished media professional and distinguished conference MC with over a decade of experience in media and more than eight years in blockchain, fintech, and Web3 communications. Recognized for her articulate and insightful approach, Maria bridges complex technological subjects with broad and diverse audiences across global markets. She began her Web3 journey as a news editor and anchor at several blockchain media outlets, later transitioning into marketing and PR roles within blockchain companies. Over the years, she has built strong relationships with VC funds, angel investors, and startup founders. Maria has served as an MC and moderator at numerous tech and business conferences worldwide. Her distinguished presence has been sought by premier events such as TOKEN2049, Hong Kong FinTech Week, LEAP Riyadh, and more. She also served as Managing Director of the World of Web3 Summit, and was a contributing TV host at Moniify. Currently, Maria is the Head of Business Development & Media Lead at the Dubai Blockchain Center, where she also hosts the Encrypted podcast, interviewing top voices in the Web3 ecosystem. She has also recently joined Gate as a Digital Producer & Host. Beyond her professional work, Maria holds an ambassadorial role with the Blockchain Association of Ukraine, and has been honored as one of the Top 25 Women in Fintech & Blockchain in MENA by DX Talks.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68c2e69c4fe7d0072ea533fb_48b23fe8dabf36bdbec1c9eb.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Mariangel Garcia,Co-Founder,Women in Investment Network,"Mariangel Garcia is the Co-Founder of the Women in Investment Network (WIIN), a global circle that unites women investors, venture leaders, and visionaries who move capital. Through WIIN, she is advancing the mission of connecting women with curated investment opportunities, strategic alliances, and exclusive intelligence to redefine leadership, wealth, and legacy for generations to come. She is an experienced Digital Marketing Strategist in the FinTech and Blockchain industries, with a proven track record in market expansion, community building, and business development. Previously, Mariangel led marketing and community initiatives at Binance Latin America and served as Head of Communities at BNB Chain, driving large-scale adoption and growth. Named one of the Most Influential Women in Crypto 2024 by BeInCrypto, Mariangel is also a TEDx Speaker and U.S. Department of State Alumna, recognized for her thought leadership and frequent contributions at international conferences across the Americas, Europe, and the Middle East. With 8+ years of experience in digital financial solutions, she is driven by a passion for financial inclusion, blockchain adoption, and empowering diverse leaders to shape the future of investment and technology.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/69309ce0ab3c9ca019821227_91ee109e59caebdd0e402e2f.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Mark Artymko,President & Co-founder,OCEAN,"Mark is the President and co-founder at OCEAN, a leading Bitcoin mining pool focused on decentralization, by empowering miners to reclaim their prominent position in the Bitcoin ecosystem. Mark is a former electrical engineer and utility executive, having spent 2 decades in high voltage power system design and operations in Canada and the USA prior to becoming a full time Bitcoin entrepreneur. Mark is a father of 7 and advocate of Bitcoin as the freedom technology of our lifetime.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6903c72c332a2774454375f0_MUpR2Wv1kSk1dec5YT_hTtFRhV-w4TaTB6GUAN9moH4.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Mark Connors,"CEO, Chief Macro Strategist",Risk Dimensions,"Mark Connors is the founder of Risk Dimensions, an OCRO (Outsourced Chief Risk Officer) advisory that integrates his 35 years of institutional investment and financing experience with the recent advancements of bitcoin and AI. His career spans trading desks, multi-strategy hedge funds, and client-facing data strategy roles at Credit Suisse. More recently, Mark led research at 3iQ during the 2022–23 crypto winter, where he applied behavioral finance, debt-cycle frameworks, and traditional risk models to contextualize the crisis—not as a protocol failure, but a failure of market participants. This cross-disciplinary perspective drives his current research and consulting practice that demonstrates bitcoin is no longer a speculative anomaly and warrants inclusion in any multi-asset portfolio across the risk-reward spectrum.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/690e05e59cafe1c0cb58b0ef_LFhKIK4k1Yy8pRvo-_aNzvtFDYwyxKLMiwkeTjxr9X0.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Marko Tarman,Lead Mining Manager,NiceHash,"Marko's journey with Bitcoin began in its early days, allowing him to witness the evolution of mining from CPU-based to GPU and ASIC-based setups. Currently serving as the Lead Mining Manager at NiceHash, he has been with NiceHash since 2018​. At NiceHash, he focuses on managing and optimizing cryptocurrency mining products and operations.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68f65180b2531f6cb5b4921d_Gq_w3Gw4OXzyiNhSblOc1d6xC53MkN_fe2l9gAZ8IW0.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Marwan Al Zarouni,CEO,Dubai Blockchain Center (DBCC).,"Dr. Marwan Al Zarouni is a global Bitcoin and blockchain advocate driving Dubai’s digital innovation agenda. As CEO of the Dubai Blockchain Center, he has led regional efforts in Bitcoin education, adoption, and policy development. Recognized among CoinTelegraph’s Top 100 Most Influential Figures in Blockchain and Cryptocurrencies (2022), he also served on the World Economic Forum’s Global Future Council on Cryptocurrencies. Through his leadership, Dr. Al Zarouni continues to position Dubai as a global hub for blockchain and Bitcoin innovation.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6900c3c39d2d90269fda5731_xSLLAx1Qkv4ykdRGOXrMVOgy3c2EENIhmyFUqAJlmOE.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Mason Foard,Director of Bitcoin Strategy,Méliuz,"Bitcoin investor for half a decade; founding member of MSTR True North, the leading podcast on Bitcoin treasury companies; and Director of Bitcoin Strategy at Méliuz, the first public Bitcoin treasury company in Brazil and Latin America.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6903a7fff1deae49a4953041_79acfb51a6325aa8551f5ca7.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Matt Cole,CEO,Strive,"Matt Cole has served as Chief Executive Officer (CEO) of Strive since April 2023 and serves as the Chairman of the Board. A long-time Bitcoin investor and advocate, Matt has extensive experience in institutional asset management and fixed income, having spent 15 years at CalPERS in global fixed income, where he oversaw over $70 billion in actively managed Fixed Income assets. Matt joined Strive Asset Management in May 2022 as Head of Investment Office & Global Fixed Income. He was promoted to Chief Investment Officer, Global Head of Fixed Income in February 2023 before also becoming CEO of Strive. As CEO, Matt is focused on delivering innovative Bitcoin solutions and transforming how Americans interact with Bitcoin, making it accessible, practical, and central to their financial futures, while Strive remains committed to empowering investors through its pro-shareholder focused equity ETFs and actively managed Fixed Income ETFs. Matt is a CFA charterholder and holds an MBA from California State University — Sacramento.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/69138e3ecd2418fc202fa745_X8omvvppiKX9llV-5L3maO7iRd2zcggRTmnYAcccHwc.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Maurizio Pedrazzoli,Founder,Mr M Podcast,"Maurizio is a seasoned Bitcoin enthusiast and host of the long-running podcast Mr M Podcast which has been exploring the world of Bitcoin. With over a decade of experience in the crypto space, Maurizio provides insightful analysis, interviews with industry leaders, and discussions on the latest trends and developments in the blockchain ecosystem. His passion for decentralisation and financial sovereignty continues to drive engaging conversations about the future of digital currencies.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68e69a9d8e7ef9fb76699821_ruQ8Dmx85587AW7VfFwz5y42JFBSFD67ADoOEoPdMYs.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Max Guise,Bitkey & Proto Lead,Block Inc.,"is Bitkey & Proto Lead at Block, leading the development of the company’s self-custody bitcoin wallet Bitkey as well as the modular mining system, Proto. Prior to assuming this leadership role, Max was Hardware Security Lead at Block where he built and led product security and security engineering teams responsible for protecting a wide range of Square products and for shipping critical components that powered many different levels of Square's technology stack",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6925d8ae631e8a8c22f9410d_ecF3Wgk4vaN_fx3p2ve2RIfelHpLZ5Vsr1H7gWnAz_M.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Michael Ashby,CEO,AlgoQuant,"Michael Ashby is an accomplished hedge fund and family office professional with 20 years of experience in the financial sector. He serves as CEO and CIO at AlgoQuant, a global quantitative trading firm. AlgoQuant manages internal capital, allocates to external managers and is building an asset management unit.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6902797f70c9cd59bf3eb2a5_f512e4bffd4ed863fbe95347.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Michael Martin,Senior Relationship Manager,Bank Julius Baer,"Michael Martin is a leading expert in institutional crypto advisory and private wealth management, currently serving as Senior Relationship Manager for Digital Asset Banking at Bank Julius Baer, one of world’s most respected private banks. With a career spanning 20 years across global financial centers— including Zurich, London, and Dubai — Michael has helped bridge the gap between traditional finance and the rapidly evolving world of digital assets. At Julius Baer, he advises a global client base of entrepreneurs, family offices, and institutional investors on the seamless integration of crypto assets into long-term wealth strategies. At the intersection of regulation, innovation, and client-centric advisory, Michael empowers clients to access Bitcoin and digital assets through secure custody, financial products, and strategic portfolio solutions. Within the robust Swiss banking framework, Michael is shaping the future of digital asset banking — one relationship at a time.",,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/68dc3fa7b5f5b9c2eacfe914_OqUOPABgFnxzdaLX7lX1kdx87Xe5-Ym4SMCFfaMucig.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
Michael Peterson,Director,Bitcoin Beach,Michael Peterson is the creative mind behind the Bitcoin Beach project that spurred the government of El Salvador to embrace Bitcoin as legal tender. The adoption of Bitcoin has put El Salvador in the spotlight as the unlikely catalyst to upend the worlds current monetary order established in Brenton Woods. Michael and his team have demonstrated how an open monetary system can overcome the challenges of bringing financial inclusion to those of the bottom rung of the economic ladder living in the most challenging of environments. In the past few years there have been hundreds of articles from major publications and dozens of film crews covering Bitcoin Beach and the revolution that it has sparked. The coverage of Bitcoin Beach from media giants like 60 Minutes and HBO have helped move the mainstream narrative about Bitcoin from “Bros and Lambos” to “financial inclusion and self sovereignty” for those previously trapped in destructive cycles of poverty.,,,https://cdn.prod.website-files.com/687f979126432c8ce843e6d7/6883c8e0c5e7a5122094b648_JmYYDPXUmg_5vya-Ce4xFyCmLrsB6rp3HjHGbJrbvc4.webp,,Bitcoin MENA,2025,https://mena.b.tc/speakers
